;; L9/TIRS RSR
;;
;; tabulated QV 2021-12-12
;;
;; source: https://landsat.gsfc.nasa.gov/wp-content/uploads/2021-10/L9_TIRS2_Relative_Spectral_Responses.BA.v1.0.xlsx
;; reference: Pearlman et al. 2019 https://doi.org/10.1109/IGARSS.2019.8899118
;;
;; datasets: wavelength, RSR, RSR sd
;;
;; BAND 10
9.8	0.0001	0.0002
9.85	0.0001	0.0001
9.9	0.0001	0.0002
9.95	0.0001	0.0001
10	0.0002	0.0002
10.05	0.0005	0.0002
10.1	0.0014	0.0004
10.15	0.0038	0.0004
10.2	0.009	0.001
10.25	0.0224	0.0026
10.3	0.061	0.0065
10.35	0.1571	0.0139
10.4	0.3183	0.0272
10.45	0.4923	0.0431
10.5	0.632	0.0585
10.55	0.7223	0.0735
10.6	0.7844	0.0929
10.65	0.8207	0.1097
10.7	0.837	0.1186
10.75	0.8476	0.1147
10.8	0.859	0.101
10.85	0.882	0.0833
10.9	0.9189	0.0644
10.95	0.9583	0.0411
11	0.996	0.0153
11.05	1	0.0176
11.1	0.9289	0.0478
11.15	0.7501	0.069
11.2	0.4954	0.0646
11.25	0.2698	0.0398
11.3	0.1282	0.0207
11.35	0.0589	0.01
11.4	0.0266	0.004
11.45	0.0126	0.0021
11.5	0.0063	0.001
11.55	0.0033	0.0006
11.6	0.0016	0.0005
11.65	0.0008	0.0004
11.7	0.0004	0.0003
11.75	0.0002	0.0003
11.8	0.0001	0.0003
;;
;; BAND 11
11	0.0001	0.0003
11.05	0.0002	0.0001
11.1	0.0003	0.0001
11.15	0.0006	0.0001
11.2	0.0014	0.0002
11.25	0.0039	0.0004
11.3	0.0126	0.0014
11.35	0.0345	0.004
11.4	0.0812	0.0109
11.45	0.1575	0.0189
11.5	0.2575	0.0344
11.55	0.4045	0.0601
11.6	0.577	0.0761
11.65	0.7308	0.0926
11.7	0.8392	0.0918
11.75	0.8941	0.0777
11.8	0.9228	0.0642
11.85	0.9575	0.0384
11.9	0.9811	0.019
11.95	0.9976	0.012
12	1	0.0187
12.05	0.9806	0.0174
12.1	0.9545	0.0114
12.15	0.9124	0.0168
12.2	0.8495	0.0201
12.25	0.8002	0.0188
12.3	0.7579	0.0199
12.35	0.7343	0.0208
12.4	0.7127	0.0285
12.45	0.6353	0.0365
12.5	0.4878	0.0368
12.55	0.3086	0.0268
12.6	0.1746	0.0154
12.65	0.0939	0.0084
12.7	0.0475	0.0037
12.75	0.0256	0.0022
12.8	0.0147	0.0016
12.85	0.0072	0.0007
12.9	0.0027	0.0003
12.95	0.001	0.0002
13	0.0004	0.0002
;;
