# GOES18_ABI RSR
# QV 2025-06-04 from ABI-16-046_FM3_Spectral_Response_Curves.xlsx
# filtered to response > 0.002
# TIR bands
# GOES18_ABI Band CH390
# -------------------
3.691944 0.002011
3.69208 0.00201
3.696994 0.002027
3.697131 0.002108
3.697268 0.002214
3.697404 0.002334
3.697541 0.002454
3.697678 0.002561
3.697815 0.002643
3.697951 0.002686
3.698088 0.002687
3.698225 0.002676
3.698362 0.002658
3.698498 0.002638
3.698635 0.002619
3.698772 0.002598
3.698909 0.002577
3.699046 0.00256
3.699182 0.002544
3.699319 0.002528
3.699456 0.002513
3.699593 0.002499
3.69973 0.002489
3.699867 0.002482
3.700004 0.002479
3.700141 0.002497
3.700278 0.00253
3.700414 0.002581
3.700551 0.002643
3.700688 0.002704
3.700825 0.002752
3.700962 0.002777
3.701099 0.002776
3.701236 0.002765
3.701373 0.002751
3.70151 0.00273
3.701647 0.002704
3.701784 0.002673
3.701921 0.00264
3.702058 0.002605
3.702195 0.002563
3.702332 0.002513
3.70247 0.00246
3.702607 0.002405
3.702744 0.002352
3.702881 0.002303
3.703018 0.002262
3.703155 0.002228
3.703292 0.002198
3.703429 0.002168
3.703567 0.002139
3.703704 0.002114
3.703841 0.002098
3.703978 0.002091
3.704115 0.002103
3.704252 0.002147
3.70439 0.002213
3.704527 0.002294
3.704664 0.002381
3.704801 0.002465
3.704939 0.002538
3.705076 0.002594
3.705213 0.002641
3.705351 0.00269
3.705488 0.002737
3.705625 0.002781
3.705762 0.002819
3.7059 0.002849
3.706037 0.002868
3.706174 0.002881
3.706312 0.002891
3.706449 0.0029
3.706587 0.002909
3.706724 0.002917
3.706861 0.002926
3.706999 0.002936
3.707136 0.002947
3.707274 0.002958
3.707411 0.002971
3.707549 0.002986
3.707686 0.003005
3.707824 0.003028
3.707961 0.003057
3.708098 0.003119
3.708236 0.003259
3.708374 0.00347
3.708511 0.003714
3.708649 0.003955
3.708786 0.004154
3.708924 0.004276
3.709061 0.004286
3.709199 0.00423
3.709336 0.004144
3.709474 0.004033
3.709612 0.003909
3.709749 0.003768
3.709887 0.003626
3.710024 0.003493
3.710162 0.003359
3.7103 0.003219
3.710437 0.00308
3.710575 0.002949
3.710713 0.002831
3.710851 0.002733
3.710988 0.002661
3.711126 0.00262
3.711264 0.002585
3.711401 0.002551
3.711539 0.002521
3.711677 0.002496
3.711815 0.002479
3.711952 0.002471
3.71209 0.002493
3.712228 0.002595
3.712366 0.002742
3.712504 0.002891
3.712642 0.003054
3.712779 0.003243
3.712917 0.00342
3.713055 0.003555
3.713193 0.003672
3.713331 0.003781
3.713469 0.003881
3.713607 0.003972
3.713745 0.004054
3.713882 0.004124
3.71402 0.004184
3.714158 0.004228
3.714296 0.00427
3.714434 0.004307
3.714572 0.004337
3.71471 0.004365
3.714848 0.004388
3.714986 0.004398
3.715124 0.004373
3.715262 0.004301
3.7154 0.004207
3.715538 0.004113
3.715676 0.004041
3.715815 0.003968
3.715953 0.003918
3.716091 0.003939
3.716229 0.004062
3.716367 0.004254
3.716505 0.004481
3.716643 0.004706
3.716781 0.004894
3.716919 0.00501
3.717058 0.005031
3.717196 0.005028
3.717334 0.005024
3.717472 0.005016
3.71761 0.005005
3.717749 0.004991
3.717887 0.004973
3.718025 0.004949
3.718163 0.004853
3.718301 0.004681
3.71844 0.004472
3.718578 0.004267
3.718716 0.004103
3.718855 0.00399
3.718993 0.003922
3.719131 0.003925
3.71927 0.003935
3.719408 0.003949
3.719546 0.003966
3.719685 0.003982
3.719823 0.003996
3.719961 0.004011
3.7201 0.004023
3.720238 0.004033
3.720377 0.004043
3.720515 0.004054
3.720653 0.004064
3.720792 0.004072
3.72093 0.004077
3.721069 0.004072
3.721207 0.004035
3.721346 0.003969
3.721484 0.003882
3.721623 0.003783
3.721761 0.003681
3.7219 0.003583
3.722038 0.003466
3.722177 0.003319
3.722315 0.003155
3.722454 0.002986
3.722592 0.002818
3.722731 0.002642
3.72287 0.002468
3.723008 0.002305
3.723147 0.002154
3.723285 0.00202
3.725505 0.002034
3.725644 0.002207
3.725782 0.002387
3.725921 0.002563
3.72606 0.002724
3.726199 0.002882
3.726338 0.003036
3.726477 0.003194
3.726615 0.003351
3.726754 0.003504
3.726893 0.003646
3.727032 0.003771
3.727171 0.003895
3.72731 0.00402
3.727449 0.004137
3.727588 0.00424
3.727727 0.00432
3.727866 0.00437
3.728005 0.004387
3.728144 0.004384
3.728283 0.004374
3.728422 0.004357
3.728561 0.004333
3.7287 0.004302
3.728839 0.004266
3.728978 0.004224
3.729117 0.004165
3.729256 0.004073
3.729395 0.003966
3.729534 0.003844
3.729673 0.003702
3.729812 0.003548
3.729952 0.003391
3.730091 0.003238
3.73023 0.00308
3.730369 0.00292
3.730508 0.002758
3.730647 0.002599
3.730786 0.002439
3.730926 0.00228
3.731065 0.002125
3.733851 0.00204
3.733991 0.002193
3.73413 0.002347
3.734269 0.00251
3.734409 0.002675
3.734548 0.002845
3.734688 0.003019
3.734827 0.00319
3.734967 0.003348
3.735106 0.00349
3.735246 0.003621
3.735385 0.003745
3.735525 0.003861
3.735664 0.003972
3.735804 0.004076
3.735944 0.00417
3.736083 0.004248
3.736223 0.004323
3.736362 0.004396
3.736502 0.004465
3.736642 0.004529
3.736781 0.004586
3.736921 0.004634
3.73706 0.004673
3.7372 0.004704
3.73734 0.004731
3.737479 0.004756
3.737619 0.00478
3.737759 0.004803
3.737899 0.004825
3.738038 0.004849
3.738178 0.004872
3.738318 0.004897
3.738458 0.004921
3.738597 0.004945
3.738737 0.00497
3.738877 0.004994
3.739017 0.005019
3.739156 0.005044
3.739296 0.00507
3.739436 0.005096
3.739576 0.005122
3.739716 0.005149
3.739856 0.005177
3.739996 0.005205
3.740135 0.005235
3.740275 0.005266
