# QV 2017-01-27 from DigitalGlobe PDF file
#
#  WorldView 2 Band 1 COASTAL
#
#  Wavelength
#   (microns)	Relative response
#  __________	___________
0.35 	 0.0000019392369
0.351 	 0.0000024672989
0.352 	 0.0000029966029
0.353 	 0.0000036665222
0.354 	 0.0000043357254
0.355 	 0.0000032731958
0.356 	 0.0000021825735
0.357 	 0.0000025771297
0.358 	 0.0000029868452
0.359 	 0.0000023823274
0.36 	 0.0000017487975
0.361 	 0.0000024774412
0.362 	 0.0000032736690
0.363 	 0.0000034223526
0.364 	 0.0000035795724
0.365 	 0.0000035578522
0.366 	 0.0000034782185
0.367 	 0.0000040695872
0.368 	 0.0000047087881
0.369 	 0.0000039299729
0.37 	 0.0000029411250
0.371 	 0.0000044851959
0.372 	 0.0000062195595
0.373 	 0.0000062067779
0.374 	 0.0000061546924
0.375 	 0.0000053716325
0.376 	 0.0000044721360
0.377 	 0.0000048258066
0.378 	 0.0000051841378
0.379 	 0.0000062698025
0.38 	 0.0000074164477
0.381 	 0.0000090190715
0.382 	 0.0000107443380
0.383 	 0.0000162564170
0.384 	 0.0000219659400
0.385 	 0.0000453797300
0.386 	 0.0000695959880
0.387 	 0.0001380611600
0.388 	 0.0002080764400
0.389 	 0.0004180030700
0.39 	 0.0006346510300
0.391 	 0.0012577345000
0.392 	 0.0018963521000
0.393 	 0.0049336151000
0.394 	 0.0080125881000
0.395 	 0.0274284020000
0.396 	 0.0473723250000
0.397 	 0.1039999300000
0.398 	 0.1618059800000
0.399 	 0.2580513600000
0.4 	 0.3559883700000
0.401 	 0.4590277500000
0.402 	 0.5630653100000
0.403 	 0.6220937000000
0.404 	 0.6816187500000
0.405 	 0.7007190400000
0.406 	 0.7200551000000
0.407 	 0.7330553200000
0.408 	 0.7461944100000
0.409 	 0.7557134500000
0.41 	 0.7653071000000
0.411 	 0.7733975800000
0.412 	 0.7815130200000
0.413 	 0.7941704700000
0.414 	 0.8069512900000
0.415 	 0.8170880000000
0.416 	 0.8272974100000
0.417 	 0.8348808300000
0.418 	 0.8424941400000
0.419 	 0.8521048400000
0.42 	 0.8617800100000
0.421 	 0.8703355000000
0.422 	 0.8789354400000
0.423 	 0.8880898600000
0.424 	 0.8972988200000
0.425 	 0.9050552200000
0.426 	 0.9128546300000
0.427 	 0.9156650700000
0.428 	 0.9184788400000
0.429 	 0.9228393100000
0.43 	 0.9272080600000
0.431 	 0.9355417000000
0.432 	 0.9439236100000
0.433 	 0.9513918000000
0.434 	 0.9588819600000
0.435 	 0.9650881500000
0.436 	 0.9713168900000
0.437 	 0.9766367400000
0.438 	 0.9819714200000
0.439 	 0.9839500000000
0.44 	 0.9859210700000
0.441 	 0.9866283300000
0.442 	 0.9873011200000
0.443 	 0.9908869700000
0.444 	 0.9944735500000
0.445 	 0.9972357900000
0.446 	 1.0000000000000
0.447 	 0.9831350200000
0.448 	 0.9660909100000
0.449 	 0.9101227200000
0.45 	 0.8539399500000
0.451 	 0.7534618200000
0.452 	 0.6526638100000
0.453 	 0.5233992700000
0.454 	 0.3930513000000
0.455 	 0.2815771100000
0.456 	 0.1694490200000
0.457 	 0.1103486700000
0.458 	 0.0506942910000
0.459 	 0.0298908410000
0.46 	 0.0089461483000
0.461 	 0.0052761112000
0.462 	 0.0016080123000
0.463 	 0.0010581279000
0.464 	 0.0005040380900
0.465 	 0.0003608996300
0.466 	 0.0002174048700
0.467 	 0.0001695998700
0.468 	 0.0001211841100
0.469 	 0.0000962705610
0.47 	 0.0000712168480
0.471 	 0.0000586236170
0.472 	 0.0000461772380
0.473 	 0.0000298734150
0.474 	 0.0000136153460
0.475 	 0.0000115411620
0.476 	 0.0000094361661
0.477 	 0.0000095398202
0.478 	 0.0000096440112
0.479 	 0.0000073997947
0.48 	 0.0000051441683
0.481 	 0.0000081723921
0.482 	 0.0000111927740
0.483 	 0.0000111687520
0.484 	 0.0000111262530
0.485 	 0.0000109997630
0.486 	 0.0000108538790
0.487 	 0.0000108019700
0.488 	 0.0000107682950
0.489 	 0.0000099205279
0.49 	 0.0000090886249
0.491 	 0.0000090694031
0.492 	 0.0000090683575
0.493 	 0.0000111416740
0.494 	 0.0000132134890
0.495 	 0.0000117288780
0.496 	 0.0000102352010
0.497 	 0.0000076756550
0.498 	 0.0000050945367
