;; L8/OLI RSR
;;
;; Quinten Vanhellemont 2013-10-02
;;
;; source: http://ldcm.nasa.gov/spacecraft_instruments/oli_band_average.html
;;
;; datasets: wavelength, RSR, RSR sd
;;
;; BAND 1
427	0.000073	0
428	0.000609	0.000086
429	0.001628	0.000143
430	0.003421	0.000274
431	0.008019	0.000606
432	0.024767	0.002033
433	0.085688	0.008333
434	0.254149	0.022668
435	0.517821	0.026035
436	0.765117	0.016377
437	0.908749	0.010562
438	0.958204	0.007447
439	0.977393	0.007081
440	0.98379	0.005655
441	0.989052	0.001909
442	0.986713	0.003349
443	0.993683	0.003059
444	0.993137	0.00172
445	1	0.003818
446	0.996969	0.00637
447	0.98278	0.004858
448	0.972692	0.005661
449	0.905808	0.017868
450	0.745606	0.028282
451	0.471329	0.024486
452	0.226412	0.012833
453	0.09286	0.006431
454	0.036603	0.003277
455	0.014537	0.001545
456	0.005829	0.000679
457	0.002414	0.000297
458	0.000984	0.000142
459	0.000255	0.000083
;; BAND 2 
436	0.00001	0.000006
437	0.000061	0.000239
438	0.000117	0.000255
439	0.000241	0.000248
440	0.000349	0.000243
441	0.000455	0.000252
442	0.000756	0.000247
443	0.001197	0.000252
444	0.00207	0.000251
445	0.003712	0.000285
446	0.006869	0.000367
447	0.013212	0.000585
448	0.02717	0.001186
449	0.058606	0.002555
450	0.130876	0.006141
451	0.27137	0.012659
452	0.493542	0.019898
453	0.723971	0.019377
454	0.85751	0.011096
455	0.894222	0.004754
456	0.903034	0.003548
457	0.910928	0.003504
458	0.90988	0.003636
459	0.899475	0.003131
460	0.897977	0.003677
461	0.889667	0.00693
462	0.883542	0.010013
463	0.877453	0.011648
464	0.881011	0.011571
465	0.874721	0.009472
466	0.879688	0.006468
467	0.886569	0.004118
468	0.891913	0.003214
469	0.88768	0.002561
470	0.861157	0.003768
471	0.848533	0.004384
472	0.840828	0.002567
473	0.828339	0.004611
474	0.844202	0.007969
475	0.865864	0.00746
476	0.868497	0.004642
477	0.890253	0.003256
478	0.912538	0.004595
479	0.910385	0.004559
480	0.918822	0.00329
481	0.931726	0.002299
482	0.931813	0.002434
483	0.954248	0.002877
484	0.955545	0.003145
485	0.96242	0.003105
486	0.956424	0.002786
487	0.953352	0.002824
488	0.978564	0.00243
489	0.989104	0.002125
490	0.985615	0.002008
491	0.989469	0.003062
492	0.982262	0.003297
493	0.968801	0.004657
494	0.967332	0.009713
495	0.976836	0.013952
496	0.988729	0.011626
497	0.980826	0.004167
498	0.967361	0.005395
499	0.954754	0.002634
500	0.964132	0.004563
501	0.966125	0.00597
502	0.966772	0.002722
503	0.981834	0.006369
504	0.98232	0.00869
505	0.965685	0.004861
506	0.963135	0.007665
507	0.972261	0.015734
508	0.996498	0.01406
509	1	0.007425
510	0.9556	0.007475
511	0.844893	0.013412
512	0.534592	0.035112
513	0.190738	0.02464
514	0.048329	0.007771
515	0.013894	0.002572
516	0.005328	0.001211
517	0.002611	0.000744
518	0.001557	0.000549
519	0.0011	0.000482
520	0.000785	0.000401
521	0.000516	0.000331
522	0.000321	0.000273
523	0.000162	0.000236
524	0.000072	0.000191
525	0.000057	0.000185
526	0.000023	0.000187
527	0.000032	0.000183
528	-0.000016	0.00018
;; BAND 3
512	-0.000046	-0.000165
513	0.000016	0.000026
514	0.00011	0.000194
515	0.000247	0.000193
516	0.000362	0.000197
517	0.000648	0.000197
518	0.000935	0.000201
519	0.001332	0.000201
520	0.001816	0.00019
521	0.002515	0.000202
522	0.003446	0.000206
523	0.00488	0.000224
524	0.007024	0.000266
525	0.010441	0.000347
526	0.016247	0.000495
527	0.025513	0.000751
528	0.041451	0.001249
529	0.070551	0.002254
530	0.123444	0.004148
531	0.21168	0.007046
532	0.353885	0.010847
533	0.545856	0.013434
534	0.741205	0.012004
535	0.865225	0.006964
536	0.927396	0.003757
537	0.954627	0.002951
538	0.954163	0.002802
539	0.959215	0.002718
540	0.961328	0.002714
541	0.964902	0.002708
542	0.969873	0.002588
543	0.952489	0.003426
544	0.961397	0.003168
