#
#  Landsat 7 ETM Band 1
#
#  Wavelength
#   (microns)	Reflectance
#  __________	___________
	0.435	0.016
	0.436	0.027
	0.437	0.048
	0.438	0.094
	0.439	0.167
	0.440	0.287
	0.441	0.459
	0.442	0.605
	0.443	0.728
	0.444	0.769
	0.445	0.792
	0.446	0.821
	0.447	0.857
	0.448	0.857
	0.449	0.862
	0.450	0.839
	0.451	0.845
	0.452	0.81
	0.453	0.802
	0.454	0.804
	0.455	0.779
	0.456	0.798
	0.457	0.816
	0.458	0.876
	0.459	0.888
	0.460	0.901
	0.461	0.918
	0.462	0.896
	0.463	0.903
	0.464	0.888
	0.465	0.89
	0.466	0.863
	0.467	0.86
	0.468	0.842
	0.469	0.866
	0.470	0.875
	0.471	0.881
	0.472	0.888
	0.473	0.898
	0.474	0.879
	0.475	0.884
	0.476	0.907
	0.477	0.928
	0.478	0.932
	0.479	0.955
	0.480	0.958
	0.481	0.948
	0.482	0.952
	0.483	0.956
	0.484	0.98
	0.485	0.98
	0.486	0.975
	0.487	0.973
	0.488	0.977
	0.489	0.958
	0.490	0.965
	0.491	0.957
	0.492	0.952
	0.493	0.973
	0.494	0.974
	0.495	0.995
	0.496	0.986
	0.497	0.986
	0.498	0.994
	0.499	1
	0.500	0.99
	0.501	0.99
	0.502	0.976
	0.503	0.983
	0.504	0.976
	0.505	0.983
	0.506	0.96
	0.507	0.973
	0.508	0.964
	0.509	0.975
	0.510	0.96
	0.511	0.932
	0.512	0.853
	0.513	0.684
	0.514	0.486
	0.515	0.293
	0.516	0.15
	0.517	0.073
	0.518	0.036
	0.519	0.019
	0.520	0.009
#
#  Landsat 7 ETM Band 2
#
#  Wavelength
#   (microns)	Reflectance
#  __________	___________
	0.500	0.0006
	0.501	0.0009
	0.502	0.001
	0.503	0.002
	0.504	0.002
	0.505	0.003
	0.506	0.005
	0.507	0.009
	0.508	0.0145
	0.509	0.0236
	0.510	0.026
	0.511	0.041
	0.512	0.06
	0.513	0.088
	0.514	0.126
	0.515	0.174
	0.516	0.236
	0.517	0.308
	0.518	0.388
	0.519	0.472
	0.520	0.552
	0.521	0.621
