#
#  Landsat 4-5 TM Band 1
#
#  Wavelength
#   (microns)	Reflectance
#  __________	___________
	0.412	0.0005
	0.413	0.0006
	0.414	0.0006
	0.415	0.0007
	0.416	0.0007
	0.417	0.0008
	0.418	0.0008
	0.419	0.0009
	0.420	0.0009
	0.421	0.001
	0.422	0.001
	0.423	0.0011
	0.424	0.0012
	0.425	0.0012
	0.426	0.0016
	0.427	0.002
	0.428	0.0024
	0.429	0.0028
	0.430	0.0032
	0.431	0.0051
	0.432	0.0072
	0.433	0.0103
	0.434	0.0134
	0.435	0.0166
	0.436	0.0199
	0.437	0.0252
	0.438	0.031
	0.439	0.0367
	0.440	0.0421
	0.441	0.0476
	0.442	0.0531
	0.443	0.0588
	0.444	0.0645
	0.445	0.0704
	0.446	0.0827
	0.447	0.1213
	0.448	0.1725
	0.449	0.273
	0.450	0.3718
	0.451	0.4425
	0.452	0.5142
	0.453	0.5788
	0.454	0.6268
	0.455	0.7114
	0.456	0.7318
	0.457	0.7415
	0.458	0.751
	0.459	0.755
	0.460	0.7564
	0.461	0.7663
	0.462	0.7763
	0.463	0.7876
	0.464	0.7965
	0.465	0.8076
	0.466	0.8117
	0.467	0.8168
	0.468	0.8219
	0.469	0.8266
	0.470	0.8288
	0.471	0.8309
	0.472	0.8331
	0.473	0.8351
	0.474	0.8383
	0.475	0.8457
	0.476	0.8532
	0.477	0.8607
	0.478	0.8682
	0.479	0.8758
	0.480	0.8835
	0.481	0.886
	0.482	0.8885
	0.483	0.891
	0.484	0.8934
	0.485	0.8959
	0.486	0.8983
	0.487	0.9007
	0.488	0.9031
	0.489	0.9054
	0.490	0.9078
	0.491	0.9179
	0.492	0.9281
	0.493	0.9384
	0.494	0.9476
	0.495	0.9519
	0.496	0.9563
	0.497	0.9607
	0.498	0.9651
	0.499	0.9703
	0.500	0.9789
	0.501	0.9866
	0.502	0.9943
	0.503	1
	0.504	0.9986
	0.505	0.9897
	0.506	0.9629
	0.507	0.9358
	0.508	0.9085
	0.509	0.8806
	0.510	0.8519
	0.511	0.8244
	0.512	0.8101
	0.513	0.7956
	0.514	0.7788
	0.515	0.7559
	0.516	0.7068
	0.517	0.5964
	0.518	0.4966
	0.519	0.4132
	0.520	0.3292
	0.521	0.2447
	0.522	0.1369
	0.523	0.1054
	0.524	0.0945
	0.525	0.0834
	0.526	0.0723
	0.527	0.0612
	0.528	0.0554
	0.529	0.052
	0.530	0.0485
	0.531	0.045
	0.532	0.0415
	0.533	0.038
	0.534	0.0344
	0.535	0.0309
	0.536	0.0273
	0.537	0.0237
	0.538	0.0215
	0.539	0.0192
	0.540	0.017
	0.541	0.0147
	0.542	0.0125
	0.543	0.011
	0.544	0.0098
	0.545	0.0086
	0.546	0.0073
	0.547	0.0061
	0.548	0.0059
	0.549	0.0057
	0.550	0.0055
#
#  Landsat 4-5 TM Band 2
#
#  Wavelength
#   (microns)	Reflectance
#  __________	___________
	0.501	0.0006
	0.502	0.0019
	0.503	0.0032
	0.504	0.0065
	0.505	0.0089
	0.506	0.0114
	0.507	0.0139
	0.508	0.0164
	0.509	0.019
	0.510	0.0215
	0.511	0.0241
	0.512	0.0268
	0.513	0.0295
	0.514	0.0322
	0.515	0.0349
	0.516	0.0504
	0.517	0.0662
	0.518	0.0912
	0.519	0.1205
	0.520	0.152
	0.521	0.1912
	0.522	0.2309
	0.523	0.2711
	0.524	0.3117
	0.525	0.3529
	0.526	0.3917
	0.527	0.4299
	0.528	0.4685
	0.529	0.5075
	0.530	0.5372
	0.531	0.5606
	0.532	0.5772
	0.533	0.5909
	0.534	0.6046
	0.535	0.6168
	0.536	0.6326
	0.537	0.6467
	0.538	0.661
	0.539	0.6754
	0.540	0.6899
	0.541	0.7003
	0.542	0.7107
	0.543	0.7213
	0.544	0.7319
	0.545	0.7426
	0.546	0.7533
	0.547	0.7642
	0.548	0.7751
	0.549	0.7861
	0.550	0.7971
	0.551	0.8031
	0.552	0.8091
	0.553	0.8152
	0.554	0.8206
	0.555	0.8261
	0.556	0.8316
	0.557	0.8371
	0.558	0.8427
	0.559	0.8482
	0.560	0.8538
	0.561	0.8593
	0.562	0.865
	0.563	0.8706
